,date,county,state,fips,cases,deaths,new_cases,new_deaths,roll_new_cases,roll_new_deaths
87043,2020-04-25,Marin,California,6041.0,223,12,11.0,0.0,4.857142857142857,0.2857142857142857
89860,2020-04-26,Marin,California,6041.0,224,12,1.0,0.0,4.142857142857143,0.2857142857142857
92678,2020-04-27,Marin,California,6041.0,225,12,1.0,0.0,3.7142857142857144,0.2857142857142857
95509,2020-04-28,Marin,California,6041.0,227,12,2.0,0.0,3.857142857142857,0.2857142857142857
98354,2020-04-29,Marin,California,6041.0,235,13,8.0,1.0,4.571428571428571,0.2857142857142857
101204,2020-04-30,Marin,California,6041.0,237,13,2.0,0.0,4.0,0.2857142857142857
104059,2020-05-01,Marin,California,6041.0,240,13,3.0,0.0,4.0,0.14285714285714285
106924,2020-05-02,Marin,California,6041.0,242,13,2.0,0.0,2.7142857142857144,0.14285714285714285
109793,2020-05-03,Marin,California,6041.0,243,13,1.0,0.0,2.7142857142857144,0.14285714285714285
112668,2020-05-04,Marin,California,6041.0,243,13,0.0,0.0,2.5714285714285716,0.14285714285714285
115551,2020-05-05,Marin,California,6041.0,244,13,1.0,0.0,2.4285714285714284,0.14285714285714285
118510,2020-05-06,Marin,California,6041.0,244,14,0.0,1.0,1.2857142857142858,0.14285714285714285
121477,2020-05-07,Marin,California,6041.0,244,14,0.0,0.0,1.0,0.14285714285714285
124457,2020-05-08,Marin,California,6041.0,252,14,8.0,0.0,1.7142857142857142,0.14285714285714285
127442,2020-05-09,Marin,California,6041.0,257,14,5.0,0.0,2.142857142857143,0.14285714285714285
130432,2020-05-10,Marin,California,6041.0,261,14,4.0,0.0,2.5714285714285716,0.14285714285714285
133422,2020-05-11,Marin,California,6041.0,267,14,6.0,0.0,3.4285714285714284,0.14285714285714285
136412,2020-05-12,Marin,California,6041.0,271,14,4.0,0.0,3.857142857142857,0.14285714285714285
139403,2020-05-13,Marin,California,6041.0,274,14,3.0,0.0,4.285714285714286,0.0
142399,2020-05-14,Marin,California,6041.0,278,14,4.0,0.0,4.857142857142857,0.0
145398,2020-05-15,Marin,California,6041.0,283,14,5.0,0.0,4.428571428571429,0.0
148402,2020-05-16,Marin,California,6041.0,299,14,16.0,0.0,6.0,0.0
151411,2020-05-17,Marin,California,6041.0,317,14,18.0,0.0,8.0,0.0
154423,2020-05-18,Marin,California,6041.0,329,14,12.0,0.0,8.857142857142858,0.0
157439,2020-05-19,Marin,California,6041.0,336,14,7.0,0.0,9.285714285714286,0.0
160465,2020-05-20,Marin,California,6041.0,343,14,7.0,0.0,9.857142857142858,0.0
163493,2020-05-21,Marin,California,6041.0,352,14,9.0,0.0,10.571428571428571,0.0
166525,2020-05-22,Marin,California,6041.0,369,14,17.0,0.0,12.285714285714286,0.0
169562,2020-05-23,Marin,California,6041.0,388,14,19.0,0.0,12.714285714285714,0.0
172603,2020-05-24,Marin,California,6041.0,403,14,15.0,0.0,12.285714285714286,0.0
175647,2020-05-25,Marin,California,6041.0,417,14,14.0,0.0,12.571428571428571,0.0
178691,2020-05-26,Marin,California,6041.0,420,14,3.0,0.0,12.0,0.0
181735,2020-05-27,Marin,California,6041.0,430,14,10.0,0.0,12.428571428571429,0.0
184789,2020-05-28,Marin,California,6041.0,439,14,9.0,0.0,12.428571428571429,0.0
187845,2020-05-29,Marin,California,6041.0,450,14,11.0,0.0,11.571428571428571,0.0
190910,2020-05-30,Marin,California,6041.0,466,14,16.0,0.0,11.142857142857142,0.0
193977,2020-05-31,Marin,California,6041.0,483,14,17.0,0.0,11.428571428571429,0.0
197047,2020-06-01,Marin,California,6041.0,501,15,18.0,1.0,12.0,0.14285714285714285
200120,2020-06-02,Marin,California,6041.0,506,17,5.0,2.0,12.285714285714286,0.42857142857142855
203196,2020-06-03,Marin,California,6041.0,525,17,19.0,0.0,13.571428571428571,0.42857142857142855
206276,2020-06-04,Marin,California,6041.0,530,17,5.0,0.0,13.0,0.42857142857142855
209358,2020-06-05,Marin,California,6041.0,551,17,21.0,0.0,14.428571428571429,0.42857142857142855
212444,2020-06-06,Marin,California,6041.0,571,17,20.0,0.0,15.0,0.42857142857142855
215532,2020-06-07,Marin,California,6041.0,589,17,18.0,0.0,15.142857142857142,0.42857142857142855
218624,2020-06-08,Marin,California,6041.0,625,17,36.0,0.0,17.714285714285715,0.2857142857142857
221720,2020-06-09,Marin,California,6041.0,635,17,10.0,0.0,18.428571428571427,0.0
224817,2020-06-10,Marin,California,6041.0,651,17,16.0,0.0,18.0,0.0
227920,2020-06-11,Marin,California,6041.0,664,17,13.0,0.0,19.142857142857142,0.0
231025,2020-06-12,Marin,California,6041.0,692,17,28.0,0.0,20.142857142857142,0.0
234132,2020-06-13,Marin,California,6041.0,713,17,21.0,0.0,20.285714285714285,0.0
237240,2020-06-14,Marin,California,6041.0,730,17,17.0,0.0,20.142857142857142,0.0
240349,2020-06-15,Marin,California,6041.0,751,17,21.0,0.0,18.0,0.0
243461,2020-06-16,Marin,California,6041.0,805,18,54.0,1.0,24.285714285714285,0.14285714285714285
246575,2020-06-17,Marin,California,6041.0,842,18,37.0,0.0,27.285714285714285,0.14285714285714285
249688,2020-06-18,Marin,California,6041.0,861,18,19.0,0.0,28.142857142857142,0.14285714285714285
252804,2020-06-19,Marin,California,6041.0,917,18,56.0,0.0,32.142857142857146,0.14285714285714285
255924,2020-06-20,Marin,California,6041.0,1030,18,113.0,0.0,45.285714285714285,0.14285714285714285
259052,2020-06-21,Marin,California,6041.0,1110,18,80.0,0.0,54.285714285714285,0.14285714285714285
262180,2020-06-22,Marin,California,6041.0,1250,18,140.0,0.0,71.28571428571429,0.14285714285714285
265310,2020-06-23,Marin,California,6041.0,1349,18,99.0,0.0,77.71428571428571,0.0
268441,2020-06-24,Marin,California,6041.0,1470,18,121.0,0.0,89.71428571428571,0.0
271577,2020-06-25,Marin,California,6041.0,1573,18,103.0,0.0,101.71428571428571,0.0
274718,2020-06-26,Marin,California,6041.0,1636,18,63.0,0.0,102.71428571428571,0.0
277867,2020-06-27,Marin,California,6041.0,1746,18,110.0,0.0,102.28571428571429,0.0
281016,2020-06-28,Marin,California,6041.0,1998,18,252.0,0.0,126.85714285714286,0.0
284164,2020-06-29,Marin,California,6041.0,2210,18,212.0,0.0,137.14285714285714,0.0
287312,2020-06-30,Marin,California,6041.0,2289,18,79.0,0.0,134.28571428571428,0.0
290464,2020-07-01,Marin,California,6041.0,2394,19,105.0,1.0,132.0,0.14285714285714285
293619,2020-07-02,Marin,California,6041.0,2446,19,52.0,0.0,124.71428571428571,0.14285714285714285
296776,2020-07-03,Marin,California,6041.0,2656,19,210.0,0.0,145.71428571428572,0.14285714285714285
299939,2020-07-04,Marin,California,6041.0,2656,19,0.0,0.0,130.0,0.14285714285714285
303104,2020-07-05,Marin,California,6041.0,2656,19,0.0,0.0,94.0,0.14285714285714285
306269,2020-07-06,Marin,California,6041.0,2871,19,215.0,0.0,94.42857142857143,0.14285714285714285
309438,2020-07-07,Marin,California,6041.0,2881,20,10.0,1.0,84.57142857142857,0.2857142857142857
312609,2020-07-08,Marin,California,6041.0,2891,23,10.0,3.0,71.0,0.5714285714285714
315785,2020-07-09,Marin,California,6041.0,2965,23,74.0,0.0,74.14285714285714,0.5714285714285714
318959,2020-07-10,Marin,California,6041.0,3024,23,59.0,0.0,52.57142857142857,0.5714285714285714
322139,2020-07-11,Marin,California,6041.0,3101,23,77.0,0.0,63.57142857142857,0.5714285714285714
325321,2020-07-12,Marin,California,6041.0,3191,23,90.0,0.0,76.42857142857143,0.5714285714285714
328508,2020-07-13,Marin,California,6041.0,3358,28,167.0,5.0,69.57142857142857,1.2857142857142858
331695,2020-07-14,Marin,California,6041.0,3402,28,44.0,0.0,74.42857142857143,1.1428571428571428
334889,2020-07-15,Marin,California,6041.0,3451,40,49.0,12.0,80.0,2.4285714285714284
338085,2020-07-16,Marin,California,6041.0,3458,40,7.0,0.0,70.42857142857143,2.4285714285714284
341282,2020-07-17,Marin,California,6041.0,4159,40,701.0,0.0,162.14285714285714,2.4285714285714284
344482,2020-07-18,Marin,California,6041.0,4198,40,39.0,0.0,156.71428571428572,2.4285714285714284
347683,2020-07-19,Marin,California,6041.0,4305,40,107.0,0.0,159.14285714285714,2.4285714285714284
350885,2020-07-20,Marin,California,6041.0,4376,40,71.0,0.0,145.42857142857142,1.7142857142857142
354088,2020-07-21,Marin,California,6041.0,4427,40,51.0,0.0,146.42857142857142,1.7142857142857142
357292,2020-07-22,Marin,California,6041.0,4490,40,63.0,0.0,148.42857142857142,0.0
360498,2020-07-23,Marin,California,6041.0,4524,40,34.0,0.0,152.28571428571428,0.0
363705,2020-07-24,Marin,California,6041.0,4553,40,29.0,0.0,56.285714285714285,0.0
366912,2020-07-25,Marin,California,6041.0,4589,54,36.0,14.0,55.857142857142854,2.0
370122,2020-07-26,Marin,California,6041.0,4649,54,60.0,0.0,49.142857142857146,2.0
373334,2020-07-27,Marin,California,6041.0,4769,54,120.0,0.0,56.142857142857146,2.0
376548,2020-07-28,Marin,California,6041.0,4765,54,-4.0,0.0,48.285714285714285,2.0
379764,2020-07-29,Marin,California,6041.0,4874,61,109.0,7.0,54.857142857142854,3.0
382981,2020-07-30,Marin,California,6041.0,4932,64,58.0,3.0,58.285714285714285,3.4285714285714284
386199,2020-07-31,Marin,California,6041.0,4987,64,55.0,0.0,62.0,3.4285714285714284
389416,2020-08-01,Marin,California,6041.0,5058,70,71.0,6.0,67.0,2.2857142857142856
392633,2020-08-02,Marin,California,6041.0,5078,70,20.0,0.0,61.285714285714285,2.2857142857142856
395849,2020-08-03,Marin,California,6041.0,5115,70,37.0,0.0,49.42857142857143,2.2857142857142856
399065,2020-08-04,Marin,California,6041.0,5180,70,65.0,0.0,59.285714285714285,2.2857142857142856
402281,2020-08-05,Marin,California,6041.0,5190,76,10.0,6.0,45.142857142857146,2.142857142857143
405499,2020-08-06,Marin,California,6041.0,5252,77,62.0,1.0,45.714285714285715,1.8571428571428572
408719,2020-08-07,Marin,California,6041.0,5286,77,34.0,0.0,42.714285714285715,1.8571428571428572
411938,2020-08-08,Marin,California,6041.0,5326,78,40.0,1.0,38.285714285714285,1.1428571428571428
415158,2020-08-09,Marin,California,6041.0,5355,78,29.0,0.0,39.57142857142857,1.1428571428571428
418379,2020-08-10,Marin,California,6041.0,5398,78,43.0,0.0,40.42857142857143,1.1428571428571428
421600,2020-08-11,Marin,California,6041.0,5471,81,73.0,3.0,41.57142857142857,1.5714285714285714
424821,2020-08-12,Marin,California,6041.0,5583,81,112.0,0.0,56.142857142857146,0.7142857142857143
428045,2020-08-13,Marin,California,6041.0,5674,81,91.0,0.0,60.285714285714285,0.5714285714285714
431273,2020-08-14,Marin,California,6041.0,5707,82,33.0,1.0,60.142857142857146,0.7142857142857143
434498,2020-08-15,Marin,California,6041.0,5747,82,40.0,0.0,60.142857142857146,0.5714285714285714
437724,2020-08-16,Marin,California,6041.0,5771,82,24.0,0.0,59.42857142857143,0.5714285714285714
440950,2020-08-17,Marin,California,6041.0,5788,82,17.0,0.0,55.714285714285715,0.5714285714285714
444176,2020-08-18,Marin,California,6041.0,5788,83,0.0,1.0,45.285714285714285,0.2857142857142857
447403,2020-08-19,Marin,California,6041.0,5832,83,44.0,0.0,35.57142857142857,0.2857142857142857
450631,2020-08-20,Marin,California,6041.0,5852,83,20.0,0.0,25.428571428571427,0.2857142857142857
453859,2020-08-21,Marin,California,6041.0,5879,84,27.0,1.0,24.571428571428573,0.2857142857142857
457087,2020-08-22,Marin,California,6041.0,5888,85,9.0,1.0,20.142857142857142,0.42857142857142855
460314,2020-08-23,Marin,California,6041.0,5930,85,42.0,0.0,22.714285714285715,0.42857142857142855
463543,2020-08-24,Marin,California,6041.0,5942,85,12.0,0.0,22.0,0.42857142857142855
466772,2020-08-25,Marin,California,6041.0,5965,94,23.0,9.0,25.285714285714285,1.5714285714285714
470001,2020-08-26,Marin,California,6041.0,5999,95,34.0,1.0,23.857142857142858,1.7142857142857142
473233,2020-08-27,Marin,California,6041.0,6053,95,54.0,0.0,28.714285714285715,1.7142857142857142
476466,2020-08-28,Marin,California,6041.0,6068,94,15.0,-1.0,27.0,1.4285714285714286
479699,2020-08-29,Marin,California,6041.0,6118,94,50.0,0.0,32.857142857142854,1.2857142857142858
482933,2020-08-30,Marin,California,6041.0,6143,95,25.0,1.0,30.428571428571427,1.4285714285714286
486168,2020-08-31,Marin,California,6041.0,6164,95,21.0,0.0,31.714285714285715,1.4285714285714286
489401,2020-09-01,Marin,California,6041.0,6205,96,41.0,1.0,34.285714285714285,0.2857142857142857
492634,2020-09-02,Marin,California,6041.0,6231,96,26.0,0.0,33.142857142857146,0.14285714285714285
495868,2020-09-03,Marin,California,6041.0,6285,96,54.0,0.0,33.142857142857146,0.14285714285714285
499101,2020-09-04,Marin,California,6041.0,6297,96,12.0,0.0,32.714285714285715,0.2857142857142857
502335,2020-09-05,Marin,California,6041.0,6310,96,13.0,0.0,27.428571428571427,0.2857142857142857
505569,2020-09-06,Marin,California,6041.0,6339,96,29.0,0.0,28.0,0.14285714285714285
508801,2020-09-07,Marin,California,6041.0,6355,96,16.0,0.0,27.285714285714285,0.14285714285714285
512034,2020-09-08,Marin,California,6041.0,6367,96,12.0,0.0,23.142857142857142,0.0
515267,2020-09-09,Marin,California,6041.0,6378,99,11.0,3.0,21.0,0.42857142857142855
518502,2020-09-10,Marin,California,6041.0,6407,99,29.0,0.0,17.428571428571427,0.42857142857142855
521739,2020-09-11,Marin,California,6041.0,6429,99,22.0,0.0,18.857142857142858,0.42857142857142855
524975,2020-09-12,Marin,California,6041.0,6450,99,21.0,0.0,20.0,0.42857142857142855
528211,2020-09-13,Marin,California,6041.0,6464,99,14.0,0.0,17.857142857142858,0.42857142857142855
531448,2020-09-14,Marin,California,6041.0,6470,99,6.0,0.0,16.428571428571427,0.42857142857142855
534683,2020-09-15,Marin,California,6041.0,6477,99,7.0,0.0,15.714285714285714,0.42857142857142855
537919,2020-09-16,Marin,California,6041.0,6505,106,28.0,7.0,18.142857142857142,1.0
541156,2020-09-17,Marin,California,6041.0,6521,111,16.0,5.0,16.285714285714285,1.7142857142857142
544392,2020-09-18,Marin,California,6041.0,6554,112,33.0,1.0,17.857142857142858,1.8571428571428572
547630,2020-09-19,Marin,California,6041.0,6576,112,22.0,0.0,18.0,1.8571428571428572
550869,2020-09-20,Marin,California,6041.0,6591,112,15.0,0.0,18.142857142857142,1.8571428571428572
554108,2020-09-21,Marin,California,6041.0,6613,112,22.0,0.0,20.428571428571427,1.8571428571428572
557345,2020-09-22,Marin,California,6041.0,6620,113,7.0,1.0,20.428571428571427,2.0
560581,2020-09-23,Marin,California,6041.0,6642,114,22.0,1.0,19.571428571428573,1.1428571428571428
563820,2020-09-24,Marin,California,6041.0,6672,114,30.0,0.0,21.571428571428573,0.42857142857142855
567060,2020-09-25,Marin,California,6041.0,6694,116,22.0,2.0,20.0,0.5714285714285714
570302,2020-09-26,Marin,California,6041.0,6716,117,22.0,1.0,20.0,0.7142857142857143
573544,2020-09-27,Marin,California,6041.0,6730,118,14.0,1.0,19.857142857142858,0.8571428571428571
576787,2020-09-28,Marin,California,6041.0,6727,118,-3.0,0.0,16.285714285714285,0.8571428571428571
580028,2020-09-29,Marin,California,6041.0,6733,118,6.0,0.0,16.142857142857142,0.7142857142857143
583267,2020-09-30,Marin,California,6041.0,6742,119,9.0,1.0,14.285714285714286,0.7142857142857143
586507,2020-10-01,Marin,California,6041.0,6751,119,9.0,0.0,11.285714285714286,0.7142857142857143
589748,2020-10-02,Marin,California,6041.0,6764,119,13.0,0.0,10.0,0.42857142857142855
592988,2020-10-03,Marin,California,6041.0,6775,119,11.0,0.0,8.428571428571429,0.2857142857142857
596230,2020-10-04,Marin,California,6041.0,6783,119,8.0,0.0,7.571428571428571,0.14285714285714285
599473,2020-10-05,Marin,California,6041.0,6798,119,15.0,0.0,10.142857142857142,0.14285714285714285
602716,2020-10-06,Marin,California,6041.0,6823,119,25.0,0.0,12.857142857142858,0.14285714285714285
605958,2020-10-07,Marin,California,6041.0,6831,123,8.0,4.0,12.714285714285714,0.5714285714285714
609201,2020-10-08,Marin,California,6041.0,6857,124,26.0,1.0,15.142857142857142,0.7142857142857143
612443,2020-10-09,Marin,California,6041.0,6874,124,17.0,0.0,15.714285714285714,0.7142857142857143
615684,2020-10-10,Marin,California,6041.0,6877,124,3.0,0.0,14.571428571428571,0.7142857142857143
618926,2020-10-11,Marin,California,6041.0,6902,124,25.0,0.0,17.0,0.7142857142857143
622169,2020-10-12,Marin,California,6041.0,6920,124,18.0,0.0,17.428571428571427,0.7142857142857143
625412,2020-10-13,Marin,California,6041.0,6934,124,14.0,0.0,15.857142857142858,0.7142857142857143
628655,2020-10-14,Marin,California,6041.0,6940,124,6.0,0.0,15.571428571428571,0.14285714285714285
631899,2020-10-15,Marin,California,6041.0,6966,124,26.0,0.0,15.571428571428571,0.0
635145,2020-10-16,Marin,California,6041.0,6982,124,16.0,0.0,15.428571428571429,0.0
638390,2020-10-17,Marin,California,6041.0,6982,124,0.0,0.0,15.0,0.0
641637,2020-10-18,Marin,California,6041.0,7019,124,37.0,0.0,16.714285714285715,0.0
644885,2020-10-19,Marin,California,6041.0,7030,124,11.0,0.0,15.714285714285714,0.0
648130,2020-10-20,Marin,California,6041.0,7036,127,6.0,3.0,14.571428571428571,0.42857142857142855
651374,2020-10-21,Marin,California,6041.0,7038,127,2.0,0.0,14.0,0.42857142857142855
654619,2020-10-22,Marin,California,6041.0,7045,128,7.0,1.0,11.285714285714286,0.5714285714285714
657864,2020-10-23,Marin,California,6041.0,7057,128,12.0,0.0,10.714285714285714,0.5714285714285714
661108,2020-10-24,Marin,California,6041.0,7075,128,18.0,0.0,13.285714285714286,0.5714285714285714
664353,2020-10-25,Marin,California,6041.0,7090,128,15.0,0.0,10.142857142857142,0.5714285714285714
667599,2020-10-26,Marin,California,6041.0,7097,128,7.0,0.0,9.571428571428571,0.5714285714285714
670842,2020-10-27,Marin,California,6041.0,7099,129,2.0,1.0,9.0,0.2857142857142857
674084,2020-10-28,Marin,California,6041.0,7107,127,8.0,-2.0,9.857142857142858,0.0
677328,2020-10-29,Marin,California,6041.0,7121,127,14.0,0.0,10.857142857142858,-0.14285714285714285
680571,2020-10-30,Marin,California,6041.0,7131,127,10.0,0.0,10.571428571428571,-0.14285714285714285
683815,2020-10-31,Marin,California,6041.0,7145,127,14.0,0.0,10.0,-0.14285714285714285
3248,2020-03-17,Monterey,California,6053.0,2,0,,,,
3802,2020-03-18,Monterey,California,6053.0,2,0,0.0,0.0,0.0,0.0
4462,2020-03-19,Monterey,California,6053.0,2,0,0.0,0.0,0.0,0.0
5237,2020-03-20,Monterey,California,6053.0,5,0,3.0,0.0,1.0,0.0
6158,2020-03-21,Monterey,California,6053.0,11,1,6.0,1.0,2.25,0.25
7192,2020-03-22,Monterey,California,6053.0,14,1,3.0,0.0,2.4,0.2
8335,2020-03-23,Monterey,California,6053.0,20,1,6.0,0.0,3.0,0.16666666666666666
9578,2020-03-24,Monterey,California,6053.0,20,1,0.0,0.0,2.5714285714285716,0.14285714285714285
10950,2020-03-25,Monterey,California,6053.0,24,1,4.0,0.0,3.142857142857143,0.14285714285714285
12495,2020-03-26,Monterey,California,6053.0,24,1,0.0,0.0,3.142857142857143,0.14285714285714285
14161,2020-03-27,Monterey,California,6053.0,27,1,3.0,0.0,3.142857142857143,0.14285714285714285
15943,2020-03-28,Monterey,California,6053.0,27,1,0.0,0.0,2.2857142857142856,0.0
17832,2020-03-29,Monterey,California,6053.0,32,1,5.0,0.0,2.5714285714285716,0.0
19809,2020-03-30,Monterey,California,6053.0,36,1,4.0,0.0,2.2857142857142856,0.0
21883,2020-03-31,Monterey,California,6053.0,42,2,6.0,1.0,3.142857142857143,0.14285714285714285
24041,2020-04-01,Monterey,California,6053.0,42,2,0.0,0.0,2.5714285714285716,0.14285714285714285
26270,2020-04-02,Monterey,California,6053.0,48,2,6.0,0.0,3.4285714285714284,0.14285714285714285
28569,2020-04-03,Monterey,California,6053.0,53,2,5.0,0.0,3.7142857142857144,0.14285714285714285
30927,2020-04-04,Monterey,California,6053.0,62,2,9.0,0.0,5.0,0.14285714285714285
33333,2020-04-05,Monterey,California,6053.0,62,2,0.0,0.0,4.285714285714286,0.14285714285714285
35778,2020-04-06,Monterey,California,6053.0,63,2,1.0,0.0,3.857142857142857,0.14285714285714285
38267,2020-04-07,Monterey,California,6053.0,64,2,1.0,0.0,3.142857142857143,0.0
40811,2020-04-08,Monterey,California,6053.0,69,2,5.0,0.0,3.857142857142857,0.0
43383,2020-04-09,Monterey,California,6053.0,71,3,2.0,1.0,3.2857142857142856,0.14285714285714285
45983,2020-04-10,Monterey,California,6053.0,79,3,8.0,0.0,3.7142857142857144,0.14285714285714285
48613,2020-04-11,Monterey,California,6053.0,82,3,3.0,0.0,2.857142857142857,0.14285714285714285
51275,2020-04-12,Monterey,California,6053.0,87,3,5.0,0.0,3.5714285714285716,0.14285714285714285
53954,2020-04-13,Monterey,California,6053.0,87,3,0.0,0.0,3.4285714285714284,0.14285714285714285
56646,2020-04-14,Monterey,California,6053.0,100,3,13.0,0.0,5.142857142857143,0.14285714285714285
59354,2020-04-15,Monterey,California,6053.0,108,3,8.0,0.0,5.571428571428571,0.14285714285714285
62073,2020-04-16,Monterey,California,6053.0,119,3,11.0,0.0,6.857142857142857,0.0
64806,2020-04-17,Monterey,California,6053.0,119,3,0.0,0.0,5.714285714285714,0.0
67554,2020-04-18,Monterey,California,6053.0,136,3,17.0,0.0,7.714285714285714,0.0
70316,2020-04-19,Monterey,California,6053.0,141,4,5.0,1.0,7.714285714285714,0.14285714285714285
73085,2020-04-20,Monterey,California,6053.0,148,4,7.0,0.0,8.714285714285714,0.14285714285714285
75861,2020-04-21,Monterey,California,6053.0,150,4,2.0,0.0,7.142857142857143,0.14285714285714285
78645,2020-04-22,Monterey,California,6053.0,154,4,4.0,0.0,6.571428571428571,0.14285714285714285
81439,2020-04-23,Monterey,California,6053.0,164,4,10.0,0.0,6.428571428571429,0.14285714285714285
84239,2020-04-24,Monterey,California,6053.0,169,4,5.0,0.0,7.142857142857143,0.14285714285714285
87047,2020-04-25,Monterey,California,6053.0,176,4,7.0,0.0,5.714285714285714,0.14285714285714285
89864,2020-04-26,Monterey,California,6053.0,183,4,7.0,0.0,6.0,0.0
92682,2020-04-27,Monterey,California,6053.0,185,4,2.0,0.0,5.285714285714286,0.0
95514,2020-04-28,Monterey,California,6053.0,191,5,6.0,1.0,5.857142857142857,0.14285714285714285
98359,2020-04-29,Monterey,California,6053.0,206,5,15.0,0.0,7.428571428571429,0.14285714285714285
101209,2020-04-30,Monterey,California,6053.0,213,5,7.0,0.0,7.0,0.14285714285714285
104064,2020-05-01,Monterey,California,6053.0,222,5,9.0,0.0,7.571428571428571,0.14285714285714285
106929,2020-05-02,Monterey,California,6053.0,222,6,0.0,1.0,6.571428571428571,0.2857142857142857
109798,2020-05-03,Monterey,California,6053.0,225,6,3.0,0.0,6.0,0.2857142857142857
112673,2020-05-04,Monterey,California,6053.0,235,6,10.0,0.0,7.142857142857143,0.2857142857142857
115556,2020-05-05,Monterey,California,6053.0,237,6,2.0,0.0,6.571428571428571,0.14285714285714285
118515,2020-05-06,Monterey,California,6053.0,240,6,3.0,0.0,4.857142857142857,0.14285714285714285
121482,2020-05-07,Monterey,California,6053.0,246,6,6.0,0.0,4.714285714285714,0.14285714285714285
124462,2020-05-08,Monterey,California,6053.0,249,6,3.0,0.0,3.857142857142857,0.14285714285714285
127447,2020-05-09,Monterey,California,6053.0,265,6,16.0,0.0,6.142857142857143,0.0
130437,2020-05-10,Monterey,California,6053.0,273,6,8.0,0.0,6.857142857142857,0.0
133427,2020-05-11,Monterey,California,6053.0,282,6,9.0,0.0,6.714285714285714,0.0
136417,2020-05-12,Monterey,California,6053.0,286,6,4.0,0.0,7.0,0.0
139408,2020-05-13,Monterey,California,6053.0,298,6,12.0,0.0,8.285714285714286,0.0
142404,2020-05-14,Monterey,California,6053.0,309,6,11.0,0.0,9.0,0.0
145403,2020-05-15,Monterey,California,6053.0,317,8,8.0,2.0,9.714285714285714,0.2857142857142857
148407,2020-05-16,Monterey,California,6053.0,321,8,4.0,0.0,8.0,0.2857142857142857
151416,2020-05-17,Monterey,California,6053.0,329,8,8.0,0.0,8.0,0.2857142857142857
154428,2020-05-18,Monterey,California,6053.0,342,8,13.0,0.0,8.571428571428571,0.2857142857142857
157444,2020-05-19,Monterey,California,6053.0,345,8,3.0,0.0,8.428571428571429,0.2857142857142857
160470,2020-05-20,Monterey,California,6053.0,350,8,5.0,0.0,7.428571428571429,0.2857142857142857
163498,2020-05-21,Monterey,California,6053.0,356,8,6.0,0.0,6.714285714285714,0.2857142857142857
166530,2020-05-22,Monterey,California,6053.0,371,8,15.0,0.0,7.714285714285714,0.0
169567,2020-05-23,Monterey,California,6053.0,395,8,24.0,0.0,10.571428571428571,0.0
172608,2020-05-24,Monterey,California,6053.0,403,8,8.0,0.0,10.571428571428571,0.0
175652,2020-05-25,Monterey,California,6053.0,413,8,10.0,0.0,10.142857142857142,0.0
178696,2020-05-26,Monterey,California,6053.0,429,8,16.0,0.0,12.0,0.0
181740,2020-05-27,Monterey,California,6053.0,441,8,12.0,0.0,13.0,0.0
184794,2020-05-28,Monterey,California,6053.0,469,8,28.0,0.0,16.142857142857142,0.0
187850,2020-05-29,Monterey,California,6053.0,477,10,8.0,2.0,15.142857142857142,0.2857142857142857
190915,2020-05-30,Monterey,California,6053.0,509,10,32.0,0.0,16.285714285714285,0.2857142857142857
193982,2020-05-31,Monterey,California,6053.0,530,10,21.0,0.0,18.142857142857142,0.2857142857142857
197052,2020-06-01,Monterey,California,6053.0,545,10,15.0,0.0,18.857142857142858,0.2857142857142857
200125,2020-06-02,Monterey,California,6053.0,571,10,26.0,0.0,20.285714285714285,0.2857142857142857
203201,2020-06-03,Monterey,California,6053.0,586,10,15.0,0.0,20.714285714285715,0.2857142857142857
206281,2020-06-04,Monterey,California,6053.0,621,10,35.0,0.0,21.714285714285715,0.2857142857142857
209363,2020-06-05,Monterey,California,6053.0,640,10,19.0,0.0,23.285714285714285,0.0
212449,2020-06-06,Monterey,California,6053.0,667,10,27.0,0.0,22.571428571428573,0.0
215537,2020-06-07,Monterey,California,6053.0,732,10,65.0,0.0,28.857142857142858,0.0
218629,2020-06-08,Monterey,California,6053.0,751,10,19.0,0.0,29.428571428571427,0.0
221725,2020-06-09,Monterey,California,6053.0,763,11,12.0,1.0,27.428571428571427,0.14285714285714285
224822,2020-06-10,Monterey,California,6053.0,791,11,28.0,0.0,29.285714285714285,0.14285714285714285
227925,2020-06-11,Monterey,California,6053.0,814,11,23.0,0.0,27.571428571428573,0.14285714285714285
231030,2020-06-12,Monterey,California,6053.0,865,11,51.0,0.0,32.142857142857146,0.14285714285714285
234137,2020-06-13,Monterey,California,6053.0,899,11,34.0,0.0,33.142857142857146,0.14285714285714285
237245,2020-06-14,Monterey,California,6053.0,949,12,50.0,1.0,31.0,0.2857142857142857
240354,2020-06-15,Monterey,California,6053.0,995,12,46.0,0.0,34.857142857142854,0.2857142857142857
243466,2020-06-16,Monterey,California,6053.0,1015,12,20.0,0.0,36.0,0.14285714285714285
246580,2020-06-17,Monterey,California,6053.0,1075,12,60.0,0.0,40.57142857142857,0.14285714285714285
249693,2020-06-18,Monterey,California,6053.0,1121,12,46.0,0.0,43.857142857142854,0.14285714285714285
252809,2020-06-19,Monterey,California,6053.0,1156,12,35.0,0.0,41.57142857142857,0.14285714285714285
255929,2020-06-20,Monterey,California,6053.0,1181,12,25.0,0.0,40.285714285714285,0.14285714285714285
